0,1,2,3
10.481327141773132,9.634002714264073,15.861547919857337,10.339596452204274
11.01488551319131,10.302458287095705,2.018092874995234,9.90982731812744
10.554595488187,12.413266091234856,5.811413393713767,13.869375588418974
9.837042336772752,8.55973806195506,7.841703493372371,9.314266552801156
9.551933980732754,11.965798939391423,9.041154916269507,9.14516115015056
9.28847639785705,14.180913187583814,14.11021098473772,5.3148586735687555
10.98378742275362,8.790830167182254,8.693193120774975,10.78594812221491
10.411194346466822,9.224095030557,15.040661610197454,1.089536960312934
9.444551511061018,12.331706988909877,14.194794245312659,12.855493818852594
9.28522459669314,8.024261065898157,5.423078753919121,4.19368774082562
